,title,intro,type,min_year_exp,max_year_exp,is_public,num_of_hires,is_remote,job_description,country_code,sal_mode,sal_min,sal_max,sal_currency_code,comp_name,comp_tagline,comp_verification,comp_is_hiring,comp_local_office,comp_description,country_name,country_demonym,country_currency,country_language
175,Professional Service Engineer (IT ),You will be involves in project deployment at customer site. Installation of data center related products over at customer site.,FULL_TIME,0,50,True,2,False,"ResponsibilitiesInstallation of      Data Center hardware, software      applications and network monitoring solutionsResponsible for      Post-sales technical support rolesSupport on      project sizing and consultationAssist in      project implementationRepair, service      and install IT equipments at siteAd-hoc duties      as assignedRequirementsITE/Diploma in Computer      , Engineering or equivalentAt least 2 years      of Technical Support / System deployment experience in IT IndustryExperience in Network      / Date Center Infrastructure supportFamiliar with      Cisco network equipmentGood      communication and interpersonal skillsStrong      analytical skills and customer service orientedPossess Class 3      driving license is an advantageWe are located in Changi Business area (near Expo MRT) and operate a 5-days work week. Competitive and attractive remuneration package will be offered to the right candidates.Please include the following in your resume:1.     Recent Photo2.     Reasons for leaving your current and previous employment(s)3.     Availability/ Notice of period required4.     Last drawn/ Current and Expected Salaries",SG,,,,,Datumstruct (S) Pte Ltd,"At Datumstruct, we believe in teamwork, 100% commitment and being action oriented. Driven by a passion towards what we do, we gladly take ownership, while constantly creating an open and trusting environment.  ",False,False,True,"Established in 1999, Datumstruct is one of Asia Pacific region most leading Solution Provider in Command & Control Centre solutions, Data Centre IT Infrastructure Solutions, Office Furniture Solutions & Bio Tech Solutions.With Head Quarter in Singapore, we currently have regional offices in South East Asia, Hong Kong and China - supporting a strong network of resellers, partners and end customers.Our main business as follow:• Design, manufacturing and distribution of ICT and Data Center products in South East Asia Region  
• Design , Manufacturing and Distribution of Control Room Console & Video Wall System  
• Command Center Design and Build Turnkey Services  
• Design, manufacturing and distribution of Office Furniture . 
• Providing a full complement of value-added turnkey, fit out services that are tailored to meet customers’ unique needs. 
• Cloud Based Bio-Digester Waste Management Solutions",Singapore,Singaporean,['SGD'],"['Mandarin', 'English', 'Malay', 'Tamil']"
176,Database Engineer Staff,Are you an expert in design and development of databases to support application? Click here!,FULL_TIME,0,50,True,1,False,"Job DescriptionDesign and development of databases to support applicationDevelopment of reporting solutions through SSRSModify databases and products according to client needs.Working to create functional requirements.Providing assistance to others in topics related to data management.Designing and developing database architectures.Assists in conducting needs analysis for the development of new system and/or the modification of existing systems.Ensures production reports are accurate and delivered in timely mannerEnsures the integrity and security of institutional dataCreates necessary technical and architectural documentationProvide timely response and resolution of emergency production questions, issues, and defectsTroubleshoots data issues, validates results sets, recommends and implements process improvementsRequirementMinimum Bachelor’s Degree (S1) related to Computer ScienceStrong analytical skills with an ability to break down complex cross functional technical problemInherently curios and energized by the challenges working Big DataExcellent query writing skill and communication skillsKnowledge in SSIS, Business Intelligence, Reporting tools such as SSRS and SSASFamiliar with Microsoft environmentAbility to work in an interrupt driven environment and easily move from task to task while maintaining overall productivityAbility to multitask and work under pressureAbility to be careful and thorough with detailAbility to work both independently and in a collaborative environmentAbility to analyze information and use logic to address work related issues and problems",ID,,,,,PT I Like Gym Indonesia,,False,False,True,"..... URGENTLY REQUIRED .....Rockstar Gym, Asia fastest growing kids & Teens Fitness centers is seeking a few select individuals to join our young energitic team in building 30 gyms throughout Indonesia.  Rockstar is a one stop fitness experience with Dance, Gymnastics, Ballet, Martial Arts, Fun Fit, Swimming, Tennis, Basketball, and Futsal classes.  All the favorite Kids & Teens fitness exercises for one low monthly fee all at one convenient location.Outstanding career development opportunitiesPersonal mentoring from the top managementCreative environment",Indonesia,Indonesian,['IDR'],['Indonesian']
177,Data Service Staff,Are you interested in checking the accuracy and verifying data? Click here!,FULL_TIME,0,50,True,1,False,"ResponsibilitiesChecking the accuracy and verifying of data entered on Membership Agreements and other forms into Gym membership system on a timely basis.Perform spot check in the system for accuracy of miscellaneous data, such as membership freeze, cancellation, personal coaching extension, and other requests.Checking office stationary stock and inventory.Preparing miscellaneous reports regarding membership data information, questionable deals, etc.Communicate with Gym from time to time to follow up pending files or documents.Attend all company meetings, trainings, and share applicable information with management and staff.File all Agreements, Request Forms, supporting documents, and other forms.Demonstrate a high level of professionalism, honesty, integrity and work ethics.RequirementsMinimum Bachelor Degree from reputable Universities with minimum GPA 2.80Experience in Data Entry/Checking/Verification will be an advantageExpert in Computer Skills, Especially in MS Office Application (Word, Excel, Power Point)Good analytical thinking, detail oriented, and high energy levelEnglish minimum passive.",ID,,,,,PT I Like Gym Indonesia,,False,False,True,"..... URGENTLY REQUIRED .....Rockstar Gym, Asia fastest growing kids & Teens Fitness centers is seeking a few select individuals to join our young energitic team in building 30 gyms throughout Indonesia.  Rockstar is a one stop fitness experience with Dance, Gymnastics, Ballet, Martial Arts, Fun Fit, Swimming, Tennis, Basketball, and Futsal classes.  All the favorite Kids & Teens fitness exercises for one low monthly fee all at one convenient location.Outstanding career development opportunitiesPersonal mentoring from the top managementCreative environment",Indonesia,Indonesian,['IDR'],['Indonesian']
178,Data Analyst,Are you interested in translating numbers of sales into a business data? Click here for more!,FULL_TIME,0,50,True,1,False,"Job DescriptionsWork closely with the Data Specialist to translate numbers of sales figures and/or market research into a business data and use it to help companies make better business decisions.Conduct financial analysis of IPO, M & A, JV, Etc planPreparing the prospectusConduct financial modeling of the corporate action plan of the companyAcquiring data from primary or secondary data sources and maintaining databasesRequirementsMinimum Bachelor’s Degree in financial management, or similar advanced degreeMinimum 1 year of experience in the same fields, fresh graduate are welcomeStrong communication skillsGreat in math, high analytical and critical skillsAble to work in team or as a team leaderWilling to work in fast and dynamic environment",ID,MONTH,2000000.0,3500000.0,IDR,SOFIS,Marketplace  of Peer-to-Peer Lending Platform for You and Your Business,False,False,True,"SOFIS is a leading peer to peer lending platform for business and personal loans. We connect Lenders and Borrowers in our secure, easy-to-use platform. Envisioning to be the No. 1 financial technology company in Indonesia and Southeast Asia, we empower Indonesia-based small businesses through accessible financial services. We utilize technology advancement to provide the most high-quality service for our users.",Indonesia,Indonesian,['IDR'],['Indonesian']
179,Senior Full Stack Programmer,"We are looking for a senior developer:

1. HTML5, CSS 3 (bootstrap), Jquery, Ajax
2. Create API for Json Object
3. Database Optimization 3NF",FULL_TIME,0,50,True,2,False,"Senior Full Stack Programmer OpportunityWe are hiring a developer to assist in the development of our software solutions, below are the guidelines. You are more than welcomed to apply, an interview will be arranged with short listed candidates. While experience is preferred, we also value qualities such as a learning mindset, self-motivation, pro-activity and teamwork.Years of Experience: 3 Years and above (recommended)Language (one of the following)*Preferrably more than one of the following (please indicate your skills)1. ASP .Net (MVC)2. J2EE (Struts2)3. JBOSS as 74. Ionic 25. MS SQL6. MYSQLThe programmer should be able to work independently and source for solution if neccessary.The following experiences are mandatory:1. HTML5, CSS 3 (bootstrap), Jquery, Ajax2. Create API for Json Object3. Database Optimization 3NFPlease share your portfolio that demostrate your capability.",SG,MONTH,3000.0,4500.0,SGD,Genovo Pte. Ltd.,Take Charge Of Your Own Learning & Development,False,False,True,"Genovo is a one-stop solutions provider of customized software,manpower solutions and marketing services for our clients. We value and place the clients at the centre of everything we do. At Genovo, we insist on the highest standards of integrity and accountability to our clients at all times. We strive to deliver the results that our clients seek.",Singapore,Singaporean,['SGD'],"['Mandarin', 'English', 'Malay', 'Tamil']"
180,Data Entry (Penempatan Malang),Melakukan administrasi/ filling data,FULL_TIME,0,50,True,1,False,Job Description :Melakukan administrasi/ filling dataMelakukan input dataMemeriksa dataRequirements :Pendidikan minimum SMK atau D3 atau sederajatDiutamakan kandidat yang mampu mengetik dengan lancarPengalaman data entry / kasirBerdomisili di Malang.,ID,,,,,AdIns,To become a blessing for the society through the use of Information & Communication Technology,False,False,True,"PT Adicipta Inovasi Teknologi (AdIns) is a dynamic, thriving organization with the mission to deliver business solutions through the innovative integration of proven technologies with creativity. The company's vision is to become a leading provider of IT solutions in the regional market.AdIns was established in April 2000 with a sound vision and commitment to deliver the suitable and innovative solutions to increase the customer competitive advantage. The best solution to our client will never be achieved without close long term relationship partners. Our strategic partners include Microsoft, IBM, HP, Oracle, SUN Microsystem, Kofax, Matel, Blackberry and some local partners.Our team members are well trained, self-motivated and result-driven professionals, responsive to client needs amidst the ever-changing information field. We use the latest and affordable technology available in the market to support our client needs.",Indonesia,Indonesian,['IDR'],['Indonesian']
181,Business Intelligence Intern,Support the validity of data from several sources,FULL_TIME,0,50,True,1,False,"Responsibilities:Support the validity of data from several sourcesSupport Maintain and enhance data warehouseHep Build ETL job using Talend (or other ETL tools)Build scoring model for item boosting and item recomendationRequirements:Graduated or still enroll in Univ. major in Computer Science, Mathematics or Related FunctionMinimum available for 3 months for internProblem solverEnjoy to working with dataHave good communication skill and understand the user requirement",ID,MONTH,1000000.0,1200000.0,IDR,Fabelio,Furnishing Happiness,False,False,True,Fabelio is #1 furniture e-commerce in Indonesia and soon in South East Asia. At Fabelio we focus on furnishing happiness: we partner with the best designers in Indonesia to create original designs and we work closely with the best factories to manufacture top-quality products at attractive prices. You will be a part of building one of the most exciting e-commerce businesses ever seen in SE Asia.,Indonesia,Indonesian,['IDR'],['Indonesian']
182,Software Engineer,"Be responsible for developing innovative, programming,  graphic design and database administration",FULL_TIME,0,50,True,1,False,"For this role, you will have to:Be responsible for developing innovative, programming,  graphic design and database administration are all elements of this position.Web-based application design, development and maintenanceTranslating business/user requirements into technical design and development projectsProviding designs, prototypes, tests and documentations for projectsDelivering project milestones on-time with high level of quality and user satisfactionProviding technical support to completed projectsWorking effectively as a member of the development teamWorking effectively as an individual for ad-hoc enhancements and fixesRequirementsMinimum 2 years of experience in IT/Software industryCandidate must possess at least Bachelor's Degree in Computer Engineering or equivalentProficiency in PHP or Ruby and MySQLAbility to effectively troubleshoot and resolve issuesAbility to work under pressure and adhere to strict deadlinesWorking effectively as a member of the development teamExperience with cloud platform such as Azure, AWS will be plus.***For interested applicants, please attach full CV.",SG,,,,,JustCo,"Poised for rapid growth across Asia, we are inviting individuals who are top-class in their field and who share our spirit of endeavour to join us.",False,False,True,"About usJustGroup's vision is to change the way businesses work. We challenge convention and make business better by innovating service solutions, creating better working communities and building meaningful connections with our clients, partners and people.We currently deliver our promise through two unique services – JustCo, Singapore’s largest premium co-working space provider that makes work more collaborative, inspiring and fun by connecting today’s entrepreneurs, start-ups and businesses with a vibrant community, and JustOffice, our brand for serviced office which is all about simplifying business with services that help organisations free up time so that they can focus on achieving their business goals.In the coming months ahead, our focus will be to grow our co-working business, JustCo, with exciting plans to expand into Asia territories.About JustCoFounded in 2015, JustCo is Singapore’s largest premium co­working space provider, with all of its centres strategically located in the heart of the Central Business District (CBD), making us the only provider with the highest concentration of centres in Singapore’s business hub.JustCo believes that working better is working together. It redefines the future of collaborative spaces by introducing vibrant communities committed to achieving mutual success. By fostering an open, conducive and creative environment, JustCo encourages interactions, collaborations, and creates opportunities all in a bid to boost innovation and productivity.True to the brand’s promise, JustCo creates a powerful ecosystem where businesses of all sizes can harness the benefits of the network effect at JustCo.JustCo is set to affirm its leadership to become the largest premium co­working network not only in Singapore but also in Asia Pacific with more spaces launching in the near future in major capitals like Bangkok, Ho Chi Minh City, Jakarta, Kuala Lumpur and Manila. By the end of 2017, JustCo aims to have 20 centres spread across six countries. As of August 2017, JustCo operates four centres in Singapore.Learn more about us at www.JustCoGlobal.com, JustGroupGlobal.com and www.JustOfficeGlobal.com or connect with us on LinkedIn JustCo, JustOffice and JustGroup.",Singapore,Singaporean,['SGD'],"['Mandarin', 'English', 'Malay', 'Tamil']"
183,Database Administrator,Software & Solutions Development Services,FULL_TIME,0,50,True,2,False,"ResponsibilitiesComply      with all IT Policies and ProseduresBuild      database systems of high availability and quality depending on each end      users specialized roleDesign      and implement database in accordance to end user information needs and      views.Define      Users and enable data distribution to the right user, in appropriate      format and in a timely mannerUse      high-speed transaction recovery techniques and backup dataMinimize      database downtime and manage parameters to provide fast query responses.Provide      proactive and ractive data management support and training to users.Determine,      enforce and document database policies, procedures and standardsPerform      tests and evaluations regularly to ensure data security, privacy and      integrity.Monitor      database performance, implement changes and supply new patches and      versions when required.RequirementsMinimum bachelor Degree in IT / EngineeringCandidates should have minimum 2 years experience invarious database (Oracle,      SYSBASE, DB2, SQL Server, TimesTen, Postgres, GreenPlum and Mysql).Analytical problem – solvig and root cause      analysis skills, Experience working in various operating systems (Windows,      Unix, etc)Experience working with infrastructure tools and      scripts,Experience creating and maintaining scripts      written in various programming languages, such as SQL, PLSQL, Unix (KSH,      TCSH, SH).Fluent in English, Good communication skills.Has Database Administrator Professional      Certification would be a strong benefit and able to work under pressureWilling to be placed in Jabodetabek",ID,,,,,IntelliSys,,False,False,True,"To simply provide our customers with choices and flexibility and to better serve our customers. IntellSys products & service offerings are currently delivered through 2 business units:Quality Training & EducationSoftware Solutions ServicesOutsource ServicesMissionIntelliSys aims to become an active & reliable partner to Customers & Business Partners alike, by providing Service-Oriented Business Solutions through Information & Communications Technology (ICT) Products & Services.ObjectiveIn today’s fast-moving business world, organization are looking for ways to achieve business advantage. Information technology can help deliver better decisions, faster response, improved communications, and smarter investments.However, it also poses new challenges. Some are technical challenges-integration, migration, software development, architecture and design, network management, open standards, and usability. Others are management issues, such as training, service and support, outsourcing, and software licensing.IntelliSys as an IT Solutions Provider addresses organization’s information Technology needs and challenges with a range of products, technologies, services, and partnerships for business computing.",Indonesia,Indonesian,['IDR'],['Indonesian']
184,Administrator,Collecting data to help Marketing & Sales team,FULL_TIME,0,50,True,1,False,"Job DescriptionCollecting data to help Marketing & Sales teamUpload/download product informationUpdate knowledge about product informationAlways learn and improve skillsRequirementsMinimum Diploma in any fieldsMinimum 1 year of experience in the related fields, fresh graduate are welcomeStrong communication, negotiation, and presentation skillsAble to speak, write in EnglishKnowledge in using computer program such as Ms. OffiHave experience in design using Adobe Photoshop is a plus",ID,MONTH,2000000.0,3000000.0,IDR,Seoul2U,We understand your need to achieve a flawless skin,False,False,True,"Seoul2U specialises in Korean skin care and cosmetic products. All of our products are carefully selected and imported directly from Korea; worldwide trending brands such as Innisfree, Missha, April Skin, Etude house, COSRX and so on.",Indonesia,Indonesian,['IDR'],['Indonesian']
185,Sales Executive - Surabaya,PT Tera Data Indonusa adalah salah satu Perusahaan di bidang ICT (Information and Communicaation Technologies),FULL_TIME,0,50,True,1,False,Deskripsi PekerjaanMencari dan melakukan kerjasama dengan toko/dealer notebook untuk menjual produk notebookMencapai target penjualan yang sudah ditentukan perusahaanMenjaga hubungan kerjasama dengan dealer/pihak tokoMembuat laporan penjualanMemberikan informasi product knowledge kepada toko dan promotor mengenai produk perusahaanMengontrol promotor dalam pencapaian target penjualanMelakukan coaching kepada promotor yang belum mencapai targetKualifikasiMinimal pendidikan D1 dari jurusan apa sajaMemiliki pengalaman di penjualan notebook dan kerjasama dengan toko/dealer notebookMemiliki kemampuan komunikatif dan analisa yang baikMemiliki kemampuan komputer yang baikTerbiasa dengan tekanan dalam pencapaian targetMemiliki SIM C dan kendaraan bermotor,ID,,,,,Teradata,Integrity. Passion. Excellence.,False,False,True,"Teradata, atau PT. Tera Data Indonusa, adalah salah satu perusahaan di bidang ICT (Information and Communication Technologies) yang sangat berpengalaman, kompeten dan berkualitas dengan produk asli Indonesia, yaitu Axioo (smarthphone, tablet dan notebook) dan Visipro (powerbank, flashsdisk, memory).Berdiri sejak tahun 1992, kami telah menjadi distributor kelas dunia di bidang teknologi komputer dan telekomunikasi melalui penetrasi channel yang kuat dalam produk-produk house-brand. Misi kami adalah mengembangkan local channel dan global supply chain network yang kuat namun fleksibel melalui peralatan ICT.",Indonesia,Indonesian,['IDR'],['Indonesian']
186,Sales Executive - Medan,PT Tera Data Indonusa adalah salah satu Perusahaan di bidang ICT (Information and Communicaation Technologies),FULL_TIME,0,50,True,1,False,Deskripsi PekerjaanMencari dan melakukan kerjasama dengan toko/dealer notebook untuk menjual produk notebookMencapai target penjualan yang sudah ditentukan perusahaanMenjaga hubungan kerjasama dengan dealer/pihak tokoMembuat laporan penjualanMemberikan informasi product knowledge kepada toko dan promotor mengenai produk perusahaanMengontrol promotor dalam pencapaian target penjualanMelakukan coaching kepada promotor yang belum mencapai targetKualifikasiMinimal pendidikan D1 dari jurusan apa sajaMemiliki pengalaman di penjualan notebook dan kerjasama dengan toko/dealer notebookMemiliki kemampuan komunikatif dan analisa yang baikMemiliki kemampuan komputer yang baikTerbiasa dengan tekanan dalam pencapaian targetMemiliki SIM C dan kendaraan bermotor,ID,,,,,Teradata,Integrity. Passion. Excellence.,False,False,True,"Teradata, atau PT. Tera Data Indonusa, adalah salah satu perusahaan di bidang ICT (Information and Communication Technologies) yang sangat berpengalaman, kompeten dan berkualitas dengan produk asli Indonesia, yaitu Axioo (smarthphone, tablet dan notebook) dan Visipro (powerbank, flashsdisk, memory).Berdiri sejak tahun 1992, kami telah menjadi distributor kelas dunia di bidang teknologi komputer dan telekomunikasi melalui penetrasi channel yang kuat dalam produk-produk house-brand. Misi kami adalah mengembangkan local channel dan global supply chain network yang kuat namun fleksibel melalui peralatan ICT.",Indonesia,Indonesian,['IDR'],['Indonesian']
187,Sales Executive - Bandung,PT Tera Data Indonusa adalah salah satu Perusahaan di bidang ICT (Information and Communicaation Technologies),FULL_TIME,0,50,True,1,False,Deskripsi PekerjaanMencari dan melakukan kerjasama dengan toko/dealer notebook untuk menjual produk notebookMencapai target penjualan yang sudah ditentukan perusahaanMenjaga hubungan kerjasama dengan dealer/pihak tokoMembuat laporan penjualanMemberikan informasi product knowledge kepada toko dan promotor mengenai produk perusahaanMengontrol promotor dalam pencapaian target penjualanMelakukan coaching kepada promotor yang belum mencapai targetKualifikasiMinimal pendidikan D1 dari jurusan apa sajaMemiliki pengalaman di penjualan notebook dan kerjasama dengan toko/dealer notebookMemiliki kemampuan komunikatif dan analisa yang baikMemiliki kemampuan komputer yang baikTerbiasa dengan tekanan dalam pencapaian targetMemiliki SIM C dan kendaraan bermotor,ID,,,,,Teradata,Integrity. Passion. Excellence.,False,False,True,"Teradata, atau PT. Tera Data Indonusa, adalah salah satu perusahaan di bidang ICT (Information and Communication Technologies) yang sangat berpengalaman, kompeten dan berkualitas dengan produk asli Indonesia, yaitu Axioo (smarthphone, tablet dan notebook) dan Visipro (powerbank, flashsdisk, memory).Berdiri sejak tahun 1992, kami telah menjadi distributor kelas dunia di bidang teknologi komputer dan telekomunikasi melalui penetrasi channel yang kuat dalam produk-produk house-brand. Misi kami adalah mengembangkan local channel dan global supply chain network yang kuat namun fleksibel melalui peralatan ICT.",Indonesia,Indonesian,['IDR'],['Indonesian']
188,Sales Executive - Semarang,PT Tera Data Indonusa adalah salah satu Perusahaan di bidang ICT (Information and Communicaation Technologies),FULL_TIME,0,50,True,1,False,Deskripsi PekerjaanMencari dan melakukan kerjasama dengan toko/dealer notebook untuk menjual produk notebookMencapai target penjualan yang sudah ditentukan perusahaanMenjaga hubungan kerjasama dengan dealer/pihak tokoMembuat laporan penjualanMemberikan informasi product knowledge kepada toko dan promotor mengenai produk perusahaanMengontrol promotor dalam pencapaian target penjualanMelakukan coaching kepada promotor yang belum mencapai targetKualifikasiMinimal pendidikan D1 dari jurusan apa sajaMemiliki pengalaman di penjualan notebook dan kerjasama dengan toko/dealer notebookMemiliki kemampuan komunikatif dan analisa yang baikMemiliki kemampuan komputer yang baikTerbiasa dengan tekanan dalam pencapaian targetMemiliki SIM C dan kendaraan bermotor,ID,,,,,Teradata,Integrity. Passion. Excellence.,False,False,True,"Teradata, atau PT. Tera Data Indonusa, adalah salah satu perusahaan di bidang ICT (Information and Communication Technologies) yang sangat berpengalaman, kompeten dan berkualitas dengan produk asli Indonesia, yaitu Axioo (smarthphone, tablet dan notebook) dan Visipro (powerbank, flashsdisk, memory).Berdiri sejak tahun 1992, kami telah menjadi distributor kelas dunia di bidang teknologi komputer dan telekomunikasi melalui penetrasi channel yang kuat dalam produk-produk house-brand. Misi kami adalah mengembangkan local channel dan global supply chain network yang kuat namun fleksibel melalui peralatan ICT.",Indonesia,Indonesian,['IDR'],['Indonesian']
189,Sales Executive - Jakarta,PT Tera Data Indonusa adalah salah satu Perusahaan di bidang ICT (Information and Communicaation Technologies),FULL_TIME,0,50,True,1,False,Deskripsi PekerjaanMencari dan melakukan kerjasama dengan toko/dealer notebook untuk menjual produk notebookMencapai target penjualan yang sudah ditentukan perusahaanMenjaga hubungan kerjasama dengan dealer/pihak tokoMembuat laporan penjualanMemberikan informasi product knowledge kepada toko dan promotor mengenai produk perusahaanMengontrol promotor dalam pencapaian target penjualanMelakukan coaching kepada promotor yang belum mencapai targetKualifikasiMinimal pendidikan D1 dari jurusan apa sajaMemiliki pengalaman di penjualan notebook dan kerjasama dengan toko/dealer notebookMemiliki kemampuan komunikatif dan analisa yang baikMemiliki kemampuan komputer yang baikTerbiasa dengan tekanan dalam pencapaian targetMemiliki SIM C dan kendaraan bermotor,ID,,,,,Teradata,Integrity. Passion. Excellence.,False,False,True,"Teradata, atau PT. Tera Data Indonusa, adalah salah satu perusahaan di bidang ICT (Information and Communication Technologies) yang sangat berpengalaman, kompeten dan berkualitas dengan produk asli Indonesia, yaitu Axioo (smarthphone, tablet dan notebook) dan Visipro (powerbank, flashsdisk, memory).Berdiri sejak tahun 1992, kami telah menjadi distributor kelas dunia di bidang teknologi komputer dan telekomunikasi melalui penetrasi channel yang kuat dalam produk-produk house-brand. Misi kami adalah mengembangkan local channel dan global supply chain network yang kuat namun fleksibel melalui peralatan ICT.",Indonesia,Indonesian,['IDR'],['Indonesian']
190,Accountant Staff,"Looking for qualified Accountant to prepare, manage, analyze accounting data,provide quantitative info on FP, solvency, liquidity,cashflows.",FULL_TIME,0,50,True,1,False,"Job DescriptionPrepares asset, liability, and capital account entries by compiling and analyzing account information.Documents financial transactions by entering account information.Recommends financial actions by analyzing accounting options.Summarizes current financial status by collecting information; preparing balance sheet, profit and loss statement, and other reports.Substantiates financial transactions by auditing documents.Maintains accounting controls by preparing and recommending policies and procedures.Guides accounting clerical staff by coordinating activities and answering questions.Reconciles financial discrepancies by collecting and analyzing account information.Secures financial information by completing data base backups.RequirementsMinimum Bachelor's Degree in Accounting, Finance, or equivalentMinimum 1 year of experience in the related fields, fresh graduates are welcoomeHaving excellent skills in analytical, data entry, and general mathStrong skills in communication, negotiation, and presentationAble to use computer program (Ms. Office)",ID,MONTH,1000000.0,3000000.0,IDR,The Arbanat Kitchen.Cafe.Lounge,,False,False,True,"Established in Malang, The Arbanat Cafe, continues to deliver the traditional taste of Javanese cuisine for over hundreds years. The modern influences will not effect our invariable tradition, but will orchestrate our business objectively a decade at a time. Situated in the heart of culinary town and tourist destination, Malang, we present the one and only Javanese fusion restaurant in town.  Brought the mix of Javanese and Western culture in one place, we are not seeing just from a business stance, but constantly increasing the cultivation of Javanese cuisine of a hundreds year old way of life is of more meaningful. Establishing a business that is rich in emotional satisfaction over material things is desired. With this principle concept in mind, we continue the chase in achieving a space for smiles and happiness through culture and our prided Javanese culture, in Indonesia.",Indonesia,Indonesian,['IDR'],['Indonesian']
191,Marketing Manager,"Plan and execute all web, SEO/SEM, marketing database, email, social media and display advertising campaigns.",FULL_TIME,0,50,True,1,False,"Seekmi is a first of its kind in Asia Service Marketplace that will simplify the process of finding and engaging local service providers. We are changing the way people find and book services. We are looking for an incredibly talented person to innovate, drive employee engagement, deliver the best customer experience, and optimize performance as we aggressively scale.Job​ ​DescriptionPlan and execute all web, SEO/SEM, marketing database, email, social media and display advertising campaigns.Design, build and maintain our social media presenceMeasure and report performance of all digital marketing campaigns, and assess against goals (ROI and KPIs)Identify trends and insights, and optimize spend and performance based on the insightsLead market research efforts to uncover the viability of current and existing products/services and leasing with media organizations and advertising agencies.Brainstorm new and creative growth strategies in order to attract potential customers, while retaining existing ones.Plan, execute, and measure experiments and conversion testsCollaborate with internal teams to create landing pages and optimize user experienceUtilize strong analytical ability to evaluate end-to-end customer experience across multiple channels and customer touch pointsInstrument conversion points and optimize user funnelsCollaborate with agencies and other vendor partnersEvaluate emerging technologies. Provide thought leadership and perspective for adoption where appropriate.Determine budgets and targets, and at times, develop pricing strategies for products and services.Ensure that the profitability of the company is aligned with the marketing strategies and plans.RequirementsBachelor’s Degree from a top University with a minimum GPA of 3.5International work experience highly preferredStrong analytical thinking, mathematical abilities, and can-do attitudeExperience in a minimum of 3 years in a marketing role and a minimum of 1 year in a managing roleStrong interpersonal skillsAbility to work effectively in a high volume, deadline driven, fast-paced environmentSelf-starter with the ability to handle multiple projects and deadlinesDemonstrated strong written and oral communication skills, and presentation skillsStrong problem solving skills and a natural talent for understanding and responding to clients needsAn overall positive and happy attitude.A belief in helping small businesses grow across Indonesia",ID,,,,,Seekmi,Get Things Done!,False,False,True,"Hadir sebagai penyedia jasa pertama di Indonesia, Seekmi melayani bermacam-macam kebutuhan rumah tangga, seperti service AC, cleaning service rumah dan kantor, serta laundry di wilayah Jakarta, Bogor, Depok, Tangerang, Bekasi dan Cikarang. Teknisi kami adalah para profesional yang sudah terlatih, berpengalaman dan bersertifikasi--untuk memastikan customer mendapatkan servis dengan kualitas tinggi.Kami didukung oleh tren teknologi terbaru, menyediakan website dan aplikasi yang dilengkapi oleh Matchmaking Engine untuk memudahkan customer dalam pemesanan layanan.",Indonesia,Indonesian,['IDR'],['Indonesian']
192,Sales Support Administrator,"Anda akan melakukan pengolahan data project, melakukan follow-up kepada customer dan penyusunan kebutuhan administrasi penjualan.",FULL_TIME,0,50,True,1,False,"Deskripsi PekerjaanSales Support Administrator adalah posisi dalam divisi marketing yang berfungsi untuk membantu Project Account Manager dan Executive Sales Account dalam melakukan pengolahan data project, melakukan follow-up kepada customer dan penyusunan kebutuhan administrasi penjualan.Seorang SSA adalah seseorang yang bekerja dengan ketelitian, kecepatan dan kerapian. Dengan semangat untuk meraih keberhasilan bersama dalam team marketing.SSA adalah posisi marketing yang memperkuat backoffice , seorang pendukung, penuh semangat & motivasi kerja, tulus, teliti dan gembira dalam suasana kekeluargaan.KualifikasiMinimal D3 dari semua jurusanMenguasai MS OfficeKomunikatifMemiliki kendaraan sendiri",ID,,,,,PT Tidex Titan Persada,,False,False,True,"PT. Tidex Titan Persada adalah perusahaan IT sistem integrator yang berfokus pada solusi kebutuhan infrastruktur kabel jaringan, data network, security system dan building automation.  Berdiri sejak 1997, saat ini telah berkolaborasi sebagai mitra terpercaya dengan principal besar seperti  Commscope AMP,  HP Aruba, Samsung Security Solution, Alcatel Lucent, Legrand, dan Honeywell.  Saat ini, Tidex telah mengembangkan bisnis unruk menyediakan solusi untuk kebutuhan IT manufaktur, hotel, apartment, rumah sakit, universitas dan pelabuhan dengan market area yang tersebar di seluruh Indonesia.",Indonesia,Indonesian,['IDR'],['Indonesian']
